#Barrel_EC	Layer_Disk	Phi_module	Eta_module	ROBID	RODID	40FMT	40Link	80FMT	80Link	DCS Geographical ID
0	2	6	-6	18007	18007	1	7	1	6	L2_S6_M6C
0	2	6	-5	18007	18007	1	9	1	8	L2_S6_M5C
0	2	6	-4	18007	18007	1	B	1	A	L2_S6_M4C
0	2	6	-3	18007	18007	1	D	1	C	L2_S6_M3C
0	2	6	-2	18007	18007	1	F	1	E	L2_S6_M2C
0	2	6	-1	18007	18007	2	1	2	0	L2_S6_M1C
0	2	6	0	18007	18007	2	3	2	2	L2_S6_M0A
0	2	6	1	18007	18007	2	5	2	4	L2_S6_M1A
0	2	6	2	18007	18007	2	7	2	6	L2_S6_M2A
0	2	6	3	18007	18007	2	9	2	8	L2_S6_M3A
0	2	6	4	18007	18007	2	B	2	A	L2_S6_M4A
0	2	6	5	18007	18007	2	D	2	C	L2_S6_M5A
0	2	6	6	18007	18007	2	F	2	E	L2_S6_M6A
0	2	6	7	18007	18007	3	1	3	0	L2_S6_M7A
0	2	6	8	18007	18007	3	3	3	2	L2_S6_M8A
0	2	6	9	18007	18007	3	5	3	4	L2_S6_M9A
0	2	6	10	18007	18007	3	7	3	6	L2_S6_M10A
0	2	6	11	18007	18007	3	9	3	8	L2_S6_M11A
0	2	6	12	18007	18007	3	B	3	A	L2_S6_M12A
0	2	6	13	18007	18007	3	D	3	C	L2_S6_M13A
0	2	6	14	18007	18007	3	F	3	E	L2_S6_M14A
0	2	6	15	18007	18007	4	1	4	0	L2_S6_M15A
0	2	6	16	18007	18007	4	3	4	2	L2_S6_M16A
0	2	6	17	18007	18007	4	5	4	4	L2_S6_M17A
0	2	7	-17	18008	18008	0	0	0	1	L2_S7_M17C
0	2	7	-16	18008	18008	0	2	0	3	L2_S7_M16C
0	2	7	-15	18008	18008	0	4	0	5	L2_S7_M15C
0	2	7	-14	18008	18008	0	6	0	7	L2_S7_M14C
0	2	7	-13	18008	18008	0	8	0	9	L2_S7_M13C
0	2	7	-12	18008	18008	0	A	0	B	L2_S7_M12C
0	2	7	-11	18008	18008	0	C	0	D	L2_S7_M11C
0	2	7	-10	18008	18008	0	E	0	F	L2_S7_M10C
0	2	7	-9	18008	18008	1	1	1	0	L2_S7_M9C
0	2	7	-8	18008	18008	1	3	1	2	L2_S7_M8C
0	2	7	-7	18008	18008	1	5	1	4	L2_S7_M7C
0	2	7	-6	18008	18008	1	7	1	6	L2_S7_M6C
0	2	7	-5	18008	18008	1	9	1	8	L2_S7_M5C
0	2	7	-4	18008	18008	1	B	1	A	L2_S7_M4C
0	2	7	-3	18008	18008	1	D	1	C	L2_S7_M3C
0	2	7	-2	18008	18008	1	F	1	E	L2_S7_M2C
0	2	7	-1	18008	18008	2	1	2	0	L2_S7_M1C
0	2	7	0	18008	18008	2	3	2	2	L2_S7_M0A
0	2	7	1	18008	18008	2	5	2	4	L2_S7_M1A
0	2	7	2	18008	18008	2	7	2	6	L2_S7_M2A
0	2	7	3	18008	18008	2	9	2	8	L2_S7_M3A
0	2	7	4	18008	18008	2	B	2	A	L2_S7_M4A
0	2	7	5	18008	18008	2	D	2	C	L2_S7_M5A
0	2	7	6	18008	18008	2	F	2	E	L2_S7_M6A
0	2	7	7	18008	18008	3	1	3	0	L2_S7_M7A
0	2	7	8	18008	18008	3	3	3	2	L2_S7_M8A
0	2	7	9	18008	18008	3	5	3	4	L2_S7_M9A
0	2	7	10	18008	18008	3	7	3	6	L2_S7_M10A
0	2	7	11	18008	18008	3	9	3	8	L2_S7_M11A
0	2	7	12	18008	18008	3	B	3	A	L2_S7_M12A
0	2	7	13	18008	18008	3	D	3	C	L2_S7_M13A
0	2	7	14	18008	18008	3	F	3	E	L2_S7_M14A
0	2	7	15	18008	18008	4	1	4	0	L2_S7_M15A
0	2	7	16	18008	18008	4	3	4	2	L2_S7_M16A
0	2	7	17	18008	18008	4	5	4	4	L2_S7_M17A
0	2	8	-17	18009	18009	0	0	0	1	L2_S8_M17C
0	2	8	-16	18009	18009	0	2	0	3	L2_S8_M16C
0	2	8	-15	18009	18009	0	4	0	5	L2_S8_M15C
0	2	8	-14	18009	18009	0	6	0	7	L2_S8_M14C
0	2	8	-13	18009	18009	0	8	0	9	L2_S8_M13C
0	2	8	-12	18009	18009	0	A	0	B	L2_S8_M12C
0	2	8	-11	18009	18009	0	C	0	D	L2_S8_M11C
0	2	8	-10	18009	18009	0	E	0	F	L2_S8_M10C
0	2	8	-9	18009	18009	1	1	1	0	L2_S8_M9C
0	2	8	-8	18009	18009	1	3	1	2	L2_S8_M8C
0	2	8	-7	18009	18009	1	5	1	4	L2_S8_M7C
0	2	8	-6	18009	18009	1	7	1	6	L2_S8_M6C
0	2	8	-5	18009	18009	1	9	1	8	L2_S8_M5C
0	2	8	-4	18009	18009	1	B	1	A	L2_S8_M4C
0	2	8	-3	18009	18009	1	D	1	C	L2_S8_M3C
0	2	8	-2	18009	18009	1	F	1	E	L2_S8_M2C
0	2	8	-1	18009	18009	2	1	2	0	L2_S8_M1C
0	2	8	0	18009	18009	2	3	2	2	L2_S8_M0A
0	2	8	1	18009	18009	2	5	2	4	L2_S8_M1A
0	2	8	2	18009	18009	2	7	2	6	L2_S8_M2A
0	2	8	3	18009	18009	2	9	2	8	L2_S8_M3A
0	2	8	4	18009	18009	2	B	2	A	L2_S8_M4A
0	2	8	5	18009	18009	2	D	2	C	L2_S8_M5A
0	2	8	6	18009	18009	2	F	2	E	L2_S8_M6A
0	2	8	7	18009	18009	3	1	3	0	L2_S8_M7A
0	2	8	8	18009	18009	3	3	3	2	L2_S8_M8A
0	2	8	9	18009	18009	3	5	3	4	L2_S8_M9A
0	2	8	10	18009	18009	3	7	3	6	L2_S8_M10A
0	2	8	11	18009	18009	3	9	3	8	L2_S8_M11A
0	2	8	12	18009	18009	3	B	3	A	L2_S8_M12A
0	2	8	13	18009	18009	3	D	3	C	L2_S8_M13A
0	2	8	14	18009	18009	3	F	3	E	L2_S8_M14A
0	2	8	15	18009	18009	4	1	4	0	L2_S8_M15A
0	2	8	16	18009	18009	4	3	4	2	L2_S8_M16A
0	2	8	17	18009	18009	4	5	4	4	L2_S8_M17A
0	2	9	-17	18010	18010	0	0	0	1	L2_S9_M17C
0	2	9	-16	18010	18010	0	2	0	3	L2_S9_M16C
0	2	9	-15	18010	18010	0	4	0	5	L2_S9_M15C
0	2	9	-14	18010	18010	0	6	0	7	L2_S9_M14C
0	2	9	-13	18010	18010	0	8	0	9	L2_S9_M13C
0	2	9	-12	18010	18010	0	A	0	B	L2_S9_M12C
0	2	9	-11	18010	18010	0	C	0	D	L2_S9_M11C
0	2	9	-10	18010	18010	0	E	0	F	L2_S9_M10C
0	2	9	-9	18010	18010	1	1	1	0	L2_S9_M9C
0	2	9	-8	18010	18010	1	3	1	2	L2_S9_M8C
0	2	9	-7	18010	18010	1	5	1	4	L2_S9_M7C
0	2	9	-6	18010	18010	1	7	1	6	L2_S9_M6C
0	2	9	-5	18010	18010	1	9	1	8	L2_S9_M5C
0	2	9	-4	18010	18010	1	B	1	A	L2_S9_M4C
0	2	9	-3	18010	18010	1	D	1	C	L2_S9_M3C
0	2	9	-2	18010	18010	1	F	1	E	L2_S9_M2C
0	2	9	-1	18010	18010	2	1	2	0	L2_S9_M1C
0	2	9	0	18010	18010	2	3	2	2	L2_S9_M0A
0	2	9	1	18010	18010	2	5	2	4	L2_S9_M1A
0	2	9	2	18010	18010	2	7	2	6	L2_S9_M2A
0	2	9	3	18010	18010	2	9	2	8	L2_S9_M3A
0	2	9	4	18010	18010	2	B	2	A	L2_S9_M4A
0	2	9	5	18010	18010	2	D	2	C	L2_S9_M5A
0	2	9	6	18010	18010	2	F	2	E	L2_S9_M6A
0	2	9	7	18010	18010	3	1	3	0	L2_S9_M7A
0	2	9	8	18010	18010	3	3	3	2	L2_S9_M8A
0	2	9	9	18010	18010	3	5	3	4	L2_S9_M9A
0	2	9	10	18010	18010	3	7	3	6	L2_S9_M10A
0	2	9	11	18010	18010	3	9	3	8	L2_S9_M11A
0	2	9	12	18010	18010	3	B	3	A	L2_S9_M12A
0	2	9	13	18010	18010	3	D	3	C	L2_S9_M13A
0	2	9	14	18010	18010	3	F	3	E	L2_S9_M14A
0	2	9	15	18010	18010	4	1	4	0	L2_S9_M15A
0	2	9	16	18010	18010	4	3	4	2	L2_S9_M16A
0	2	9	17	18010	18010	4	5	4	4	L2_S9_M17A
0	2	10	-17	18011	18011	0	0	0	1	L2_S10_M17C
0	2	10	-16	18011	18011	0	2	0	3	L2_S10_M16C
0	2	10	-15	18011	18011	0	4	0	5	L2_S10_M15C
0	2	10	-14	18011	18011	0	6	0	7	L2_S10_M14C
0	2	10	-13	18011	18011	0	8	0	9	L2_S10_M13C
0	2	10	-12	18011	18011	0	A	0	B	L2_S10_M12C
0	2	10	-11	18011	18011	0	C	0	D	L2_S10_M11C
0	2	10	-10	18011	18011	0	E	0	F	L2_S10_M10C
0	2	10	-9	18011	18011	1	1	1	0	L2_S10_M9C
0	2	10	-8	18011	18011	1	3	1	2	L2_S10_M8C
0	2	10	-7	18011	18011	1	5	1	4	L2_S10_M7C
0	2	10	-6	18011	18011	1	7	1	6	L2_S10_M6C
0	2	10	-5	18011	18011	1	9	1	8	L2_S10_M5C
0	2	10	-4	18011	18011	1	B	1	A	L2_S10_M4C
0	2	10	-3	18011	18011	1	D	1	C	L2_S10_M3C
0	2	10	-2	18011	18011	1	F	1	E	L2_S10_M2C
0	2	10	-1	18011	18011	2	1	2	0	L2_S10_M1C
0	2	10	0	18011	18011	2	3	2	2	L2_S10_M0A
0	2	10	1	18011	18011	2	5	2	4	L2_S10_M1A
0	2	10	2	18011	18011	2	7	2	6	L2_S10_M2A
0	2	10	3	18011	18011	2	9	2	8	L2_S10_M3A
0	2	10	4	18011	18011	2	B	2	A	L2_S10_M4A
0	2	10	5	18011	18011	2	D	2	C	L2_S10_M5A
0	2	10	6	18011	18011	2	F	2	E	L2_S10_M6A
0	2	10	7	18011	18011	3	1	3	0	L2_S10_M7A
0	2	10	8	18011	18011	3	3	3	2	L2_S10_M8A
0	2	10	9	18011	18011	3	5	3	4	L2_S10_M9A
0	2	10	10	18011	18011	3	7	3	6	L2_S10_M10A
0	2	10	11	18011	18011	3	9	3	8	L2_S10_M11A
0	2	10	12	18011	18011	3	B	3	A	L2_S10_M12A
0	2	10	13	18011	18011	3	D	3	C	L2_S10_M13A
0	2	10	14	18011	18011	3	F	3	E	L2_S10_M14A
0	2	10	15	18011	18011	4	1	4	0	L2_S10_M15A
0	2	10	16	18011	18011	4	3	4	2	L2_S10_M16A
0	2	10	17	18011	18011	4	5	4	4	L2_S10_M17A
0	2	11	-17	18012	18012	0	0	0	1	L2_S11_M17C
0	2	11	-16	18012	18012	0	2	0	3	L2_S11_M16C
0	2	11	-15	18012	18012	0	4	0	5	L2_S11_M15C
0	2	11	-14	18012	18012	0	6	0	7	L2_S11_M14C
0	2	11	-13	18012	18012	0	8	0	9	L2_S11_M13C
0	2	11	-12	18012	18012	0	A	0	B	L2_S11_M12C
0	2	11	-11	18012	18012	0	C	0	D	L2_S11_M11C
0	2	11	-10	18012	18012	0	E	0	F	L2_S11_M10C
0	2	11	-9	18012	18012	1	1	1	0	L2_S11_M9C
0	2	11	-8	18012	18012	1	3	1	2	L2_S11_M8C
0	2	11	-7	18012	18012	1	5	1	4	L2_S11_M7C
0	2	11	-6	18012	18012	1	7	1	6	L2_S11_M6C
0	2	11	-5	18012	18012	1	9	1	8	L2_S11_M5C
0	2	11	-4	18012	18012	1	B	1	A	L2_S11_M4C
0	2	11	-3	18012	18012	1	D	1	C	L2_S11_M3C
0	2	11	-2	18012	18012	1	F	1	E	L2_S11_M2C
0	2	11	-1	18012	18012	2	1	2	0	L2_S11_M1C
0	2	11	0	18012	18012	2	3	2	2	L2_S11_M0A
0	2	11	1	18012	18012	2	5	2	4	L2_S11_M1A
0	2	11	2	18012	18012	2	7	2	6	L2_S11_M2A
0	2	11	3	18012	18012	2	9	2	8	L2_S11_M3A
0	2	11	4	18012	18012	2	B	2	A	L2_S11_M4A
0	2	11	5	18012	18012	2	D	2	C	L2_S11_M5A
0	2	11	6	18012	18012	2	F	2	E	L2_S11_M6A
0	2	11	7	18012	18012	3	1	3	0	L2_S11_M7A
0	2	11	8	18012	18012	3	3	3	2	L2_S11_M8A
0	2	11	9	18012	18012	3	5	3	4	L2_S11_M9A
0	2	11	10	18012	18012	3	7	3	6	L2_S11_M10A
0	2	11	11	18012	18012	3	9	3	8	L2_S11_M11A
0	2	11	12	18012	18012	3	B	3	A	L2_S11_M12A
0	2	11	13	18012	18012	3	D	3	C	L2_S11_M13A
0	2	11	14	18012	18012	3	F	3	E	L2_S11_M14A
0	2	11	15	18012	18012	4	1	4	0	L2_S11_M15A
0	2	11	16	18012	18012	4	3	4	2	L2_S11_M16A
0	2	11	17	18012	18012	4	5	4	4	L2_S11_M17A
0	2	12	-17	18013	18013	0	0	0	1	L2_S12_M17C
0	2	12	-16	18013	18013	0	2	0	3	L2_S12_M16C
0	2	12	-15	18013	18013	0	4	0	5	L2_S12_M15C
0	2	12	-14	18013	18013	0	6	0	7	L2_S12_M14C
0	2	12	-13	18013	18013	0	8	0	9	L2_S12_M13C
0	2	12	-12	18013	18013	0	A	0	B	L2_S12_M12C
0	2	12	-11	18013	18013	0	C	0	D	L2_S12_M11C
0	2	12	-10	18013	18013	0	E	0	F	L2_S12_M10C
0	2	12	-9	18013	18013	1	1	1	0	L2_S12_M9C
0	2	12	-8	18013	18013	1	3	1	2	L2_S12_M8C
0	2	12	-7	18013	18013	1	5	1	4	L2_S12_M7C
0	2	12	-6	18013	18013	1	7	1	6	L2_S12_M6C
0	2	12	-5	18013	18013	1	9	1	8	L2_S12_M5C
0	2	12	-4	18013	18013	1	B	1	A	L2_S12_M4C
0	2	12	-3	18013	18013	1	D	1	C	L2_S12_M3C
0	2	12	-2	18013	18013	1	F	1	E	L2_S12_M2C
0	2	12	-1	18013	18013	2	1	2	0	L2_S12_M1C
0	2	12	0	18013	18013	2	3	2	2	L2_S12_M0A
0	2	12	1	18013	18013	2	5	2	4	L2_S12_M1A
0	2	12	2	18013	18013	2	7	2	6	L2_S12_M2A
0	2	12	3	18013	18013	2	9	2	8	L2_S12_M3A
0	2	12	4	18013	18013	2	B	2	A	L2_S12_M4A
0	2	12	5	18013	18013	2	D	2	C	L2_S12_M5A
0	2	12	6	18013	18013	2	F	2	E	L2_S12_M6A
0	2	12	7	18013	18013	3	1	3	0	L2_S12_M7A
0	2	12	8	18013	18013	3	3	3	2	L2_S12_M8A
0	2	12	9	18013	18013	3	5	3	4	L2_S12_M9A
0	2	12	10	18013	18013	3	7	3	6	L2_S12_M10A
0	2	12	11	18013	18013	3	9	3	8	L2_S12_M11A
0	2	12	12	18013	18013	3	B	3	A	L2_S12_M12A
0	2	12	13	18013	18013	3	D	3	C	L2_S12_M13A
0	2	12	14	18013	18013	3	F	3	E	L2_S12_M14A
0	2	12	15	18013	18013	4	1	4	0	L2_S12_M15A
0	2	12	16	18013	18013	4	3	4	2	L2_S12_M16A
0	2	12	17	18013	18013	4	5	4	4	L2_S12_M17A
0	2	13	-17	18014	18014	0	0	0	1	L2_S13_M17C
0	2	13	-16	18014	18014	0	2	0	3	L2_S13_M16C
0	2	13	-15	18014	18014	0	4	0	5	L2_S13_M15C
0	2	13	-14	18014	18014	0	6	0	7	L2_S13_M14C
0	2	13	-13	18014	18014	0	8	0	9	L2_S13_M13C
0	2	13	-12	18014	18014	0	A	0	B	L2_S13_M12C
0	2	13	-11	18014	18014	0	C	0	D	L2_S13_M11C
0	2	13	-10	18014	18014	0	E	0	F	L2_S13_M10C
0	2	13	-9	18014	18014	1	1	1	0	L2_S13_M9C
0	2	13	-8	18014	18014	1	3	1	2	L2_S13_M8C
0	2	13	-7	18014	18014	1	5	1	4	L2_S13_M7C
0	2	13	-6	18014	18014	1	7	1	6	L2_S13_M6C
0	2	13	-5	18014	18014	1	9	1	8	L2_S13_M5C
0	2	13	-4	18014	18014	1	B	1	A	L2_S13_M4C
0	2	13	-3	18014	18014	1	D	1	C	L2_S13_M3C
0	2	13	-2	18014	18014	1	F	1	E	L2_S13_M2C
0	2	13	-1	18014	18014	2	1	2	0	L2_S13_M1C
0	2	13	0	18014	18014	2	3	2	2	L2_S13_M0A
0	2	13	1	18014	18014	2	5	2	4	L2_S13_M1A
0	2	13	2	18014	18014	2	7	2	6	L2_S13_M2A
0	2	13	3	18014	18014	2	9	2	8	L2_S13_M3A
0	2	13	4	18014	18014	2	B	2	A	L2_S13_M4A
0	2	13	5	18014	18014	2	D	2	C	L2_S13_M5A
0	2	13	6	18014	18014	2	F	2	E	L2_S13_M6A
0	2	13	7	18014	18014	3	1	3	0	L2_S13_M7A
0	2	13	8	18014	18014	3	3	3	2	L2_S13_M8A
0	2	13	9	18014	18014	3	5	3	4	L2_S13_M9A
0	2	13	10	18014	18014	3	7	3	6	L2_S13_M10A
0	2	13	11	18014	18014	3	9	3	8	L2_S13_M11A
0	2	13	12	18014	18014	3	B	3	A	L2_S13_M12A
0	2	13	13	18014	18014	3	D	3	C	L2_S13_M13A
0	2	13	14	18014	18014	3	F	3	E	L2_S13_M14A
0	2	13	15	18014	18014	4	1	4	0	L2_S13_M15A
0	2	13	16	18014	18014	4	3	4	2	L2_S13_M16A
0	2	13	17	18014	18014	4	5	4	4	L2_S13_M17A
0	2	14	-17	18015	18015	0	0	0	1	L2_S14_M17C
0	2	14	-16	18015	18015	0	2	0	3	L2_S14_M16C
0	2	14	-15	18015	18015	0	4	0	5	L2_S14_M15C
0	2	14	-14	18015	18015	0	6	0	7	L2_S14_M14C
0	2	14	-13	18015	18015	0	8	0	9	L2_S14_M13C
0	2	14	-12	18015	18015	0	A	0	B	L2_S14_M12C
0	2	14	-11	18015	18015	0	C	0	D	L2_S14_M11C
0	2	14	-10	18015	18015	0	E	0	F	L2_S14_M10C
0	2	14	-9	18015	18015	1	1	1	0	L2_S14_M9C
0	2	14	-8	18015	18015	1	3	1	2	L2_S14_M8C
0	2	14	-7	18015	18015	1	5	1	4	L2_S14_M7C
0	2	14	-6	18015	18015	1	7	1	6	L2_S14_M6C
0	2	14	-5	18015	18015	1	9	1	8	L2_S14_M5C
0	2	14	-4	18015	18015	1	B	1	A	L2_S14_M4C
0	2	14	-3	18015	18015	1	D	1	C	L2_S14_M3C
0	2	14	-2	18015	18015	1	F	1	E	L2_S14_M2C
0	2	14	-1	18015	18015	2	1	2	0	L2_S14_M1C
0	2	14	0	18015	18015	2	3	2	2	L2_S14_M0A
0	2	14	1	18015	18015	2	5	2	4	L2_S14_M1A
0	2	14	2	18015	18015	2	7	2	6	L2_S14_M2A
0	2	14	3	18015	18015	2	9	2	8	L2_S14_M3A
0	2	14	4	18015	18015	2	B	2	A	L2_S14_M4A
0	2	14	5	18015	18015	2	D	2	C	L2_S14_M5A
0	2	14	6	18015	18015	2	F	2	E	L2_S14_M6A
0	2	14	7	18015	18015	3	1	3	0	L2_S14_M7A
0	2	14	8	18015	18015	3	3	3	2	L2_S14_M8A
0	2	14	9	18015	18015	3	5	3	4	L2_S14_M9A
0	2	14	10	18015	18015	3	7	3	6	L2_S14_M10A
0	2	14	11	18015	18015	3	9	3	8	L2_S14_M11A
0	2	14	12	18015	18015	3	B	3	A	L2_S14_M12A
0	2	14	13	18015	18015	3	D	3	C	L2_S14_M13A
0	2	14	14	18015	18015	3	F	3	E	L2_S14_M14A
0	2	14	15	18015	18015	4	1	4	0	L2_S14_M15A
0	2	14	16	18015	18015	4	3	4	2	L2_S14_M16A
0	2	14	17	18015	18015	4	5	4	4	L2_S14_M17A
0	2	15	-17	18016	18016	0	0	0	1	L2_S15_M17C
0	2	15	-16	18016	18016	0	2	0	3	L2_S15_M16C
0	2	15	-15	18016	18016	0	4	0	5	L2_S15_M15C
0	2	15	-14	18016	18016	0	6	0	7	L2_S15_M14C
0	2	15	-13	18016	18016	0	8	0	9	L2_S15_M13C
0	2	15	-12	18016	18016	0	A	0	B	L2_S15_M12C
0	2	15	-11	18016	18016	0	C	0	D	L2_S15_M11C
0	2	15	-10	18016	18016	0	E	0	F	L2_S15_M10C
0	2	15	-9	18016	18016	1	1	1	0	L2_S15_M9C
0	2	15	-8	18016	18016	1	3	1	2	L2_S15_M8C
0	2	15	-7	18016	18016	1	5	1	4	L2_S15_M7C
0	2	15	-6	18016	18016	1	7	1	6	L2_S15_M6C
0	2	15	-5	18016	18016	1	9	1	8	L2_S15_M5C
0	2	15	-4	18016	18016	1	B	1	A	L2_S15_M4C
0	2	15	-3	18016	18016	1	D	1	C	L2_S15_M3C
0	2	15	-2	18016	18016	1	F	1	E	L2_S15_M2C
0	2	15	-1	18016	18016	2	1	2	0	L2_S15_M1C
0	2	15	0	18016	18016	2	3	2	2	L2_S15_M0A
0	2	15	1	18016	18016	2	5	2	4	L2_S15_M1A
0	2	15	2	18016	18016	2	7	2	6	L2_S15_M2A
0	2	15	3	18016	18016	2	9	2	8	L2_S15_M3A
0	2	15	4	18016	18016	2	B	2	A	L2_S15_M4A
0	2	15	5	18016	18016	2	D	2	C	L2_S15_M5A
0	2	15	6	18016	18016	2	F	2	E	L2_S15_M6A
0	2	15	7	18016	18016	3	1	3	0	L2_S15_M7A
0	2	15	8	18016	18016	3	3	3	2	L2_S15_M8A
0	2	15	9	18016	18016	3	5	3	4	L2_S15_M9A
0	2	15	10	18016	18016	3	7	3	6	L2_S15_M10A
0	2	15	11	18016	18016	3	9	3	8	L2_S15_M11A
0	2	15	12	18016	18016	3	B	3	A	L2_S15_M12A
0	2	15	13	18016	18016	3	D	3	C	L2_S15_M13A
0	2	15	14	18016	18016	3	F	3	E	L2_S15_M14A
0	2	15	15	18016	18016	4	1	4	0	L2_S15_M15A
0	2	15	16	18016	18016	4	3	4	2	L2_S15_M16A
0	2	15	17	18016	18016	4	5	4	4	L2_S15_M17A
0	2	16	-17	18017	18017	0	0	0	1	L2_S16_M17C
0	2	16	-16	18017	18017	0	2	0	3	L2_S16_M16C
0	2	16	-15	18017	18017	0	4	0	5	L2_S16_M15C
0	2	16	-14	18017	18017	0	6	0	7	L2_S16_M14C
0	2	16	-13	18017	18017	0	8	0	9	L2_S16_M13C
0	2	16	-12	18017	18017	0	A	0	B	L2_S16_M12C
0	2	16	-11	18017	18017	0	C	0	D	L2_S16_M11C
0	2	16	-10	18017	18017	0	E	0	F	L2_S16_M10C
0	2	16	-9	18017	18017	1	1	1	0	L2_S16_M9C
0	2	16	-8	18017	18017	1	3	1	2	L2_S16_M8C
0	2	16	-7	18017	18017	1	5	1	4	L2_S16_M7C
0	2	16	-6	18017	18017	1	7	1	6	L2_S16_M6C
0	2	16	-5	18017	18017	1	9	1	8	L2_S16_M5C
0	2	16	-4	18017	18017	1	B	1	A	L2_S16_M4C
0	2	16	-3	18017	18017	1	D	1	C	L2_S16_M3C
0	2	16	-2	18017	18017	1	F	1	E	L2_S16_M2C
0	2	16	-1	18017	18017	2	1	2	0	L2_S16_M1C
0	2	16	0	18017	18017	2	3	2	2	L2_S16_M0A
0	2	16	1	18017	18017	2	5	2	4	L2_S16_M1A
0	2	16	2	18017	18017	2	7	2	6	L2_S16_M2A
0	2	16	3	18017	18017	2	9	2	8	L2_S16_M3A
0	2	16	4	18017	18017	2	B	2	A	L2_S16_M4A
0	2	16	5	18017	18017	2	D	2	C	L2_S16_M5A
0	2	16	6	18017	18017	2	F	2	E	L2_S16_M6A
0	2	16	7	18017	18017	3	1	3	0	L2_S16_M7A
0	2	16	8	18017	18017	3	3	3	2	L2_S16_M8A
0	2	16	9	18017	18017	3	5	3	4	L2_S16_M9A
0	2	16	10	18017	18017	3	7	3	6	L2_S16_M10A
0	2	16	11	18017	18017	3	9	3	8	L2_S16_M11A
0	2	16	12	18017	18017	3	B	3	A	L2_S16_M12A
0	2	16	13	18017	18017	3	D	3	C	L2_S16_M13A
0	2	16	14	18017	18017	3	F	3	E	L2_S16_M14A
0	2	16	15	18017	18017	4	1	4	0	L2_S16_M15A
0	2	16	16	18017	18017	4	3	4	2	L2_S16_M16A
0	2	16	17	18017	18017	4	5	4	4	L2_S16_M17A
0	2	17	-17	18018	18018	0	0	0	1	L2_S17_M17C
0	2	17	-16	18018	18018	0	2	0	3	L2_S17_M16C
0	2	17	-15	18018	18018	0	4	0	5	L2_S17_M15C
0	2	17	-14	18018	18018	0	6	0	7	L2_S17_M14C
0	2	17	-13	18018	18018	0	8	0	9	L2_S17_M13C
0	2	17	-12	18018	18018	0	A	0	B	L2_S17_M12C
0	2	17	-11	18018	18018	0	C	0	D	L2_S17_M11C
0	2	17	-10	18018	18018	0	E	0	F	L2_S17_M10C
0	2	17	-9	18018	18018	1	1	1	0	L2_S17_M9C
0	2	17	-8	18018	18018	1	3	1	2	L2_S17_M8C
0	2	17	-7	18018	18018	1	5	1	4	L2_S17_M7C
0	2	17	-6	18018	18018	1	7	1	6	L2_S17_M6C
0	2	17	-5	18018	18018	1	9	1	8	L2_S17_M5C
0	2	17	-4	18018	18018	1	B	1	A	L2_S17_M4C
0	2	17	-3	18018	18018	1	D	1	C	L2_S17_M3C
0	2	17	-2	18018	18018	1	F	1	E	L2_S17_M2C
0	2	17	-1	18018	18018	2	1	2	0	L2_S17_M1C
0	2	17	0	18018	18018	2	3	2	2	L2_S17_M0A
0	2	17	1	18018	18018	2	5	2	4	L2_S17_M1A
0	2	17	2	18018	18018	2	7	2	6	L2_S17_M2A
0	2	17	3	18018	18018	2	9	2	8	L2_S17_M3A
0	2	17	4	18018	18018	2	B	2	A	L2_S17_M4A
0	2	17	5	18018	18018	2	D	2	C	L2_S17_M5A
0	2	17	6	18018	18018	2	F	2	E	L2_S17_M6A
0	2	17	7	18018	18018	3	1	3	0	L2_S17_M7A
0	2	17	8	18018	18018	3	3	3	2	L2_S17_M8A
0	2	17	9	18018	18018	3	5	3	4	L2_S17_M9A
0	2	17	10	18018	18018	3	7	3	6	L2_S17_M10A
0	2	17	11	18018	18018	3	9	3	8	L2_S17_M11A
0	2	17	12	18018	18018	3	B	3	A	L2_S17_M12A
0	2	17	13	18018	18018	3	D	3	C	L2_S17_M13A
0	2	17	14	18018	18018	3	F	3	E	L2_S17_M14A
0	2	17	15	18018	18018	4	1	4	0	L2_S17_M15A
0	2	17	16	18018	18018	4	3	4	2	L2_S17_M16A
0	2	17	17	18018	18018	4	5	4	4	L2_S17_M17A
0	2	18	-17	18019	18019	0	0	0	1	L2_S18_M17C
0	2	18	-16	18019	18019	0	2	0	3	L2_S18_M16C
0	2	18	-15	18019	18019	0	4	0	5	L2_S18_M15C
0	2	18	-14	18019	18019	0	6	0	7	L2_S18_M14C
0	2	18	-13	18019	18019	0	8	0	9	L2_S18_M13C
0	2	18	-12	18019	18019	0	A	0	B	L2_S18_M12C
0	2	18	-11	18019	18019	0	C	0	D	L2_S18_M11C
0	2	18	-10	18019	18019	0	E	0	F	L2_S18_M10C
0	2	18	-9	18019	18019	1	1	1	0	L2_S18_M9C
0	2	18	-8	18019	18019	1	3	1	2	L2_S18_M8C
0	2	18	-7	18019	18019	1	5	1	4	L2_S18_M7C
0	2	18	-6	18019	18019	1	7	1	6	L2_S18_M6C
0	2	18	-5	18019	18019	1	9	1	8	L2_S18_M5C
0	2	18	-4	18019	18019	1	B	1	A	L2_S18_M4C
0	2	18	-3	18019	18019	1	D	1	C	L2_S18_M3C
0	2	18	-2	18019	18019	1	F	1	E	L2_S18_M2C
0	2	18	-1	18019	18019	2	1	2	0	L2_S18_M1C
0	2	18	0	18019	18019	2	3	2	2	L2_S18_M0A
0	2	18	1	18019	18019	2	5	2	4	L2_S18_M1A
