#Barrel_EC	Layer_Disk	Phi_module	Eta_module	ROBID	RODID	40FMT	40Link	80FMT	80Link	DCS Geographical ID
0	0	0	-11	16001	16001	0	0	0	1	L0_S0_M11C
0	0	0	-10	16001	16001	0	2	0	3	L0_S0_M10C
0	0	0	-9	16001	16001	0	4	0	5	L0_S0_M9C
0	0	0	-8	16001	16001	0	6	0	7	L0_S0_M8C
0	0	0	-7	16001	16001	0	8	0	9	L0_S0_M7C
0	0	0	-6	16001	16001	0	A	0	B	L0_S0_M6C
0	0	0	-5	16001	16001	0	C	0	D	L0_S0_M5C
0	0	0	-4	16001	16001	0	E	0	F	L0_S0_M4C
0	0	0	-3	16001	16001	1	1	1	0	L0_S0_M3C
0	0	0	-2	16001	16001	1	3	1	2	L0_S0_M2C
0	0	0	-1	16001	16001	1	5	1	4	L0_S0_M1C
0	0	0	1	16001	16001	1	7	1	6	L0_S0_M1A
0	0	0	2	16001	16001	1	9	1	8	L0_S0_M2A
0	0	0	3	16001	16001	1	B	1	A	L0_S0_M3A
0	0	0	4	16001	16001	1	D	1	C	L0_S0_M4A
0	0	0	5	16001	16001	1	F	1	E	L0_S0_M5A
0	0	0	6	16001	16001	2	1	2	0	L0_S0_M6A
0	0	0	7	16001	16001	2	3	2	2	L0_S0_M7A
0	0	0	8	16001	16001	2	5	2	4	L0_S0_M8A
0	0	0	9	16001	16001	2	7	2	6	L0_S0_M9A
0	0	0	10	16001	16001	2	9	2	8	L0_S0_M10A
0	0	0	11	16001	16001	2	B	2	A	L0_S0_M11A
0	0	1	-11	16002	16002	0	0	0	1	L0_S1_M11C
0	0	1	-10	16002	16002	0	2	0	3	L0_S1_M10C
0	0	1	-9	16002	16002	0	4	0	5	L0_S1_M9C
0	0	1	-8	16002	16002	0	6	0	7	L0_S1_M8C
0	0	1	-7	16002	16002	0	8	0	9	L0_S1_M7C
0	0	1	-6	16002	16002	0	A	0	B	L0_S1_M6C
0	0	1	-5	16002	16002	0	C	0	D	L0_S1_M5C
0	0	1	-4	16002	16002	0	E	0	F	L0_S1_M4C
0	0	1	-3	16002	16002	1	1	1	0	L0_S1_M3C
0	0	1	-2	16002	16002	1	3	1	2	L0_S1_M2C
0	0	1	-1	16002	16002	1	5	1	4	L0_S1_M1C
0	0	1	1	16002	16002	1	7	1	6	L0_S1_M1A
0	0	1	2	16002	16002	1	9	1	8	L0_S1_M2A
0	0	1	3	16002	16002	1	B	1	A	L0_S1_M3A
0	0	1	4	16002	16002	1	D	1	C	L0_S1_M4A
0	0	1	5	16002	16002	1	F	1	E	L0_S1_M5A
0	0	1	6	16002	16002	2	1	2	0	L0_S1_M6A
0	0	1	7	16002	16002	2	3	2	2	L0_S1_M7A
0	0	1	8	16002	16002	2	5	2	4	L0_S1_M8A
0	0	1	9	16002	16002	2	7	2	6	L0_S1_M9A
0	0	1	10	16002	16002	2	9	2	8	L0_S1_M10A
0	0	1	11	16002	16002	2	B	2	A	L0_S1_M11A
0	0	2	-11	16003	16003	0	0	0	1	L0_S2_M11C
0	0	2	-10	16003	16003	0	2	0	3	L0_S2_M10C
0	0	2	-9	16003	16003	0	4	0	5	L0_S2_M9C
0	0	2	-8	16003	16003	0	6	0	7	L0_S2_M8C
0	0	2	-7	16003	16003	0	8	0	9	L0_S2_M7C
0	0	2	-6	16003	16003	0	A	0	B	L0_S2_M6C
0	0	2	-5	16003	16003	0	C	0	D	L0_S2_M5C
0	0	2	-4	16003	16003	0	E	0	F	L0_S2_M4C
0	0	2	-3	16003	16003	1	1	1	0	L0_S2_M3C
0	0	2	-2	16003	16003	1	3	1	2	L0_S2_M2C
0	0	2	-1	16003	16003	1	5	1	4	L0_S2_M1C
0	0	2	1	16003	16003	1	7	1	6	L0_S2_M1A
0	0	2	2	16003	16003	1	9	1	8	L0_S2_M2A
0	0	2	3	16003	16003	1	B	1	A	L0_S2_M3A
0	0	2	4	16003	16003	1	D	1	C	L0_S2_M4A
0	0	2	5	16003	16003	1	F	1	E	L0_S2_M5A
0	0	2	6	16003	16003	2	1	2	0	L0_S2_M6A
0	0	2	7	16003	16003	2	3	2	2	L0_S2_M7A
0	0	2	8	16003	16003	2	5	2	4	L0_S2_M8A
0	0	2	9	16003	16003	2	7	2	6	L0_S2_M9A
0	0	2	10	16003	16003	2	9	2	8	L0_S2_M10A
0	0	2	11	16003	16003	2	B	2	A	L0_S2_M11A
0	0	3	-11	16004	16004	0	0	0	1	L0_S3_M11C
0	0	3	-10	16004	16004	0	2	0	3	L0_S3_M10C
0	0	3	-9	16004	16004	0	4	0	5	L0_S3_M9C
0	0	3	-8	16004	16004	0	6	0	7	L0_S3_M8C
0	0	3	-7	16004	16004	0	8	0	9	L0_S3_M7C
0	0	3	-6	16004	16004	0	A	0	B	L0_S3_M6C
0	0	3	-5	16004	16004	0	C	0	D	L0_S3_M5C
0	0	3	-4	16004	16004	0	E	0	F	L0_S3_M4C
0	0	3	-3	16004	16004	1	1	1	0	L0_S3_M3C
0	0	3	-2	16004	16004	1	3	1	2	L0_S3_M2C
0	0	3	-1	16004	16004	1	5	1	4	L0_S3_M1C
0	0	3	1	16004	16004	1	7	1	6	L0_S3_M1A
0	0	3	2	16004	16004	1	9	1	8	L0_S3_M2A
0	0	3	3	16004	16004	1	B	1	A	L0_S3_M3A
0	0	3	4	16004	16004	1	D	1	C	L0_S3_M4A
0	0	3	5	16004	16004	1	F	1	E	L0_S3_M5A
0	0	3	6	16004	16004	2	1	2	0	L0_S3_M6A
0	0	3	7	16004	16004	2	3	2	2	L0_S3_M7A
0	0	3	8	16004	16004	2	5	2	4	L0_S3_M8A
0	0	3	9	16004	16004	2	7	2	6	L0_S3_M9A
0	0	3	10	16004	16004	2	9	2	8	L0_S3_M10A
0	0	3	11	16004	16004	2	B	2	A	L0_S3_M11A
0	0	4	-11	16005	16005	0	0	0	1	L0_S4_M11C
0	0	4	-10	16005	16005	0	2	0	3	L0_S4_M10C
0	0	4	-9	16005	16005	0	4	0	5	L0_S4_M9C
0	0	4	-8	16005	16005	0	6	0	7	L0_S4_M8C
0	0	4	-7	16005	16005	0	8	0	9	L0_S4_M7C
0	0	4	-6	16005	16005	0	A	0	B	L0_S4_M6C
0	0	4	-5	16005	16005	0	C	0	D	L0_S4_M5C
0	0	4	-4	16005	16005	0	E	0	F	L0_S4_M4C
0	0	4	-3	16005	16005	1	1	1	0	L0_S4_M3C
0	0	4	-2	16005	16005	1	3	1	2	L0_S4_M2C
0	0	4	-1	16005	16005	1	5	1	4	L0_S4_M1C
0	0	4	1	16005	16005	1	7	1	6	L0_S4_M1A
0	0	4	2	16005	16005	1	9	1	8	L0_S4_M2A
0	0	4	3	16005	16005	1	B	1	A	L0_S4_M3A
0	0	4	4	16005	16005	1	D	1	C	L0_S4_M4A
0	0	4	5	16005	16005	1	F	1	E	L0_S4_M5A
0	0	4	6	16005	16005	2	1	2	0	L0_S4_M6A
0	0	4	7	16005	16005	2	3	2	2	L0_S4_M7A
0	0	4	8	16005	16005	2	5	2	4	L0_S4_M8A
0	0	4	9	16005	16005	2	7	2	6	L0_S4_M9A
0	0	4	10	16005	16005	2	9	2	8	L0_S4_M10A
0	0	4	11	16005	16005	2	B	2	A	L0_S4_M11A
0	0	5	-11	16006	16006	0	0	0	1	L0_S5_M11C
0	0	5	-10	16006	16006	0	2	0	3	L0_S5_M10C
0	0	5	-9	16006	16006	0	4	0	5	L0_S5_M9C
0	0	5	-8	16006	16006	0	6	0	7	L0_S5_M8C
0	0	5	-7	16006	16006	0	8	0	9	L0_S5_M7C
0	0	5	-6	16006	16006	0	A	0	B	L0_S5_M6C
0	0	5	-5	16006	16006	0	C	0	D	L0_S5_M5C
0	0	5	-4	16006	16006	0	E	0	F	L0_S5_M4C
0	0	5	-3	16006	16006	1	1	1	0	L0_S5_M3C
0	0	5	-2	16006	16006	1	3	1	2	L0_S5_M2C
0	0	5	-1	16006	16006	1	5	1	4	L0_S5_M1C
0	0	5	1	16006	16006	1	7	1	6	L0_S5_M1A
0	0	5	2	16006	16006	1	9	1	8	L0_S5_M2A
0	0	5	3	16006	16006	1	B	1	A	L0_S5_M3A
0	0	5	4	16006	16006	1	D	1	C	L0_S5_M4A
0	0	5	5	16006	16006	1	F	1	E	L0_S5_M5A
0	0	5	6	16006	16006	2	1	2	0	L0_S5_M6A
0	0	5	7	16006	16006	2	3	2	2	L0_S5_M7A
0	0	5	8	16006	16006	2	5	2	4	L0_S5_M8A
0	0	5	9	16006	16006	2	7	2	6	L0_S5_M9A
0	0	5	10	16006	16006	2	9	2	8	L0_S5_M10A
0	0	5	11	16006	16006	2	B	2	A	L0_S5_M11A
0	0	6	-11	16007	16007	0	0	0	1	L0_S6_M11C
0	0	6	-10	16007	16007	0	2	0	3	L0_S6_M10C
0	0	6	-9	16007	16007	0	4	0	5	L0_S6_M9C
0	0	6	-8	16007	16007	0	6	0	7	L0_S6_M8C
0	0	6	-7	16007	16007	0	8	0	9	L0_S6_M7C
0	0	6	-6	16007	16007	0	A	0	B	L0_S6_M6C
0	0	6	-5	16007	16007	0	C	0	D	L0_S6_M5C
0	0	6	-4	16007	16007	0	E	0	F	L0_S6_M4C
0	0	6	-3	16007	16007	1	1	1	0	L0_S6_M3C
0	0	6	-2	16007	16007	1	3	1	2	L0_S6_M2C
0	0	6	-1	16007	16007	1	5	1	4	L0_S6_M1C
0	0	6	1	16007	16007	1	7	1	6	L0_S6_M1A
0	0	6	2	16007	16007	1	9	1	8	L0_S6_M2A
0	0	6	3	16007	16007	1	B	1	A	L0_S6_M3A
0	0	6	4	16007	16007	1	D	1	C	L0_S6_M4A
0	0	6	5	16007	16007	1	F	1	E	L0_S6_M5A
0	0	6	6	16007	16007	2	1	2	0	L0_S6_M6A
0	0	6	7	16007	16007	2	3	2	2	L0_S6_M7A
0	0	6	8	16007	16007	2	5	2	4	L0_S6_M8A
0	0	6	9	16007	16007	2	7	2	6	L0_S6_M9A
0	0	6	10	16007	16007	2	9	2	8	L0_S6_M10A
0	0	6	11	16007	16007	2	B	2	A	L0_S6_M11A
0	0	7	-11	16008	16008	0	0	0	1	L0_S7_M11C
0	0	7	-10	16008	16008	0	2	0	3	L0_S7_M10C
0	0	7	-9	16008	16008	0	4	0	5	L0_S7_M9C
0	0	7	-8	16008	16008	0	6	0	7	L0_S7_M8C
0	0	7	-7	16008	16008	0	8	0	9	L0_S7_M7C
0	0	7	-6	16008	16008	0	A	0	B	L0_S7_M6C
0	0	7	-5	16008	16008	0	C	0	D	L0_S7_M5C
0	0	7	-4	16008	16008	0	E	0	F	L0_S7_M4C
0	0	7	-3	16008	16008	1	1	1	0	L0_S7_M3C
0	0	7	-2	16008	16008	1	3	1	2	L0_S7_M2C
0	0	7	-1	16008	16008	1	5	1	4	L0_S7_M1C
0	0	7	1	16008	16008	1	7	1	6	L0_S7_M1A
0	0	7	2	16008	16008	1	9	1	8	L0_S7_M2A
0	0	7	3	16008	16008	1	B	1	A	L0_S7_M3A
0	0	7	4	16008	16008	1	D	1	C	L0_S7_M4A
0	0	7	5	16008	16008	1	F	1	E	L0_S7_M5A
0	0	7	6	16008	16008	2	1	2	0	L0_S7_M6A
0	0	7	7	16008	16008	2	3	2	2	L0_S7_M7A
0	0	7	8	16008	16008	2	5	2	4	L0_S7_M8A
0	0	7	9	16008	16008	2	7	2	6	L0_S7_M9A
0	0	7	10	16008	16008	2	9	2	8	L0_S7_M10A
0	0	7	11	16008	16008	2	B	2	A	L0_S7_M11A
0	0	8	-11	16009	16009	0	0	0	1	L0_S8_M11C
0	0	8	-10	16009	16009	0	2	0	3	L0_S8_M10C
0	0	8	-9	16009	16009	0	4	0	5	L0_S8_M9C
0	0	8	-8	16009	16009	0	6	0	7	L0_S8_M8C
0	0	8	-7	16009	16009	0	8	0	9	L0_S8_M7C
0	0	8	-6	16009	16009	0	A	0	B	L0_S8_M6C
0	0	8	-5	16009	16009	0	C	0	D	L0_S8_M5C
0	0	8	-4	16009	16009	0	E	0	F	L0_S8_M4C
0	0	8	-3	16009	16009	1	1	1	0	L0_S8_M3C
0	0	8	-2	16009	16009	1	3	1	2	L0_S8_M2C
0	0	8	-1	16009	16009	1	5	1	4	L0_S8_M1C
0	0	8	1	16009	16009	1	7	1	6	L0_S8_M1A
0	0	8	2	16009	16009	1	9	1	8	L0_S8_M2A
0	0	8	3	16009	16009	1	B	1	A	L0_S8_M3A
0	0	8	4	16009	16009	1	D	1	C	L0_S8_M4A
0	0	8	5	16009	16009	1	F	1	E	L0_S8_M5A
0	0	8	6	16009	16009	2	1	2	0	L0_S8_M6A
0	0	8	7	16009	16009	2	3	2	2	L0_S8_M7A
0	0	8	8	16009	16009	2	5	2	4	L0_S8_M8A
0	0	8	9	16009	16009	2	7	2	6	L0_S8_M9A
0	0	8	10	16009	16009	2	9	2	8	L0_S8_M10A
0	0	8	11	16009	16009	2	B	2	A	L0_S8_M11A
0	0	9	-11	16010	16010	0	0	0	1	L0_S9_M11C
0	0	9	-10	16010	16010	0	2	0	3	L0_S9_M10C
0	0	9	-9	16010	16010	0	4	0	5	L0_S9_M9C
0	0	9	-8	16010	16010	0	6	0	7	L0_S9_M8C
0	0	9	-7	16010	16010	0	8	0	9	L0_S9_M7C
0	0	9	-6	16010	16010	0	A	0	B	L0_S9_M6C
0	0	9	-5	16010	16010	0	C	0	D	L0_S9_M5C
0	0	9	-4	16010	16010	0	E	0	F	L0_S9_M4C
0	0	9	-3	16010	16010	1	1	1	0	L0_S9_M3C
0	0	9	-2	16010	16010	1	3	1	2	L0_S9_M2C
0	0	9	-1	16010	16010	1	5	1	4	L0_S9_M1C
0	0	9	1	16010	16010	1	7	1	6	L0_S9_M1A
0	0	9	2	16010	16010	1	9	1	8	L0_S9_M2A
0	0	9	3	16010	16010	1	B	1	A	L0_S9_M3A
0	0	9	4	16010	16010	1	D	1	C	L0_S9_M4A
0	0	9	5	16010	16010	1	F	1	E	L0_S9_M5A
0	0	9	6	16010	16010	2	1	2	0	L0_S9_M6A
0	0	9	7	16010	16010	2	3	2	2	L0_S9_M7A
0	0	9	8	16010	16010	2	5	2	4	L0_S9_M8A
0	0	9	9	16010	16010	2	7	2	6	L0_S9_M9A
0	0	9	10	16010	16010	2	9	2	8	L0_S9_M10A
0	0	9	11	16010	16010	2	B	2	A	L0_S9_M11A
0	0	10	-11	16011	16011	0	0	0	1	L0_S10_M11C
0	0	10	-10	16011	16011	0	2	0	3	L0_S10_M10C
0	0	10	-9	16011	16011	0	4	0	5	L0_S10_M9C
0	0	10	-8	16011	16011	0	6	0	7	L0_S10_M8C
0	0	10	-7	16011	16011	0	8	0	9	L0_S10_M7C
0	0	10	-6	16011	16011	0	A	0	B	L0_S10_M6C
0	0	10	-5	16011	16011	0	C	0	D	L0_S10_M5C
0	0	10	-4	16011	16011	0	E	0	F	L0_S10_M4C
0	0	10	-3	16011	16011	1	1	1	0	L0_S10_M3C
0	0	10	-2	16011	16011	1	3	1	2	L0_S10_M2C
0	0	10	-1	16011	16011	1	5	1	4	L0_S10_M1C
0	0	10	1	16011	16011	1	7	1	6	L0_S10_M1A
0	0	10	2	16011	16011	1	9	1	8	L0_S10_M2A
0	0	10	3	16011	16011	1	B	1	A	L0_S10_M3A
0	0	10	4	16011	16011	1	D	1	C	L0_S10_M4A
0	0	10	5	16011	16011	1	F	1	E	L0_S10_M5A
0	0	10	6	16011	16011	2	1	2	0	L0_S10_M6A
0	0	10	7	16011	16011	2	3	2	2	L0_S10_M7A
0	0	10	8	16011	16011	2	5	2	4	L0_S10_M8A
0	0	10	9	16011	16011	2	7	2	6	L0_S10_M9A
0	0	10	10	16011	16011	2	9	2	8	L0_S10_M10A
0	0	10	11	16011	16011	2	B	2	A	L0_S10_M11A
0	0	11	-11	16012	16012	0	0	0	1	L0_S11_M11C
0	0	11	-10	16012	16012	0	2	0	3	L0_S11_M10C
0	0	11	-9	16012	16012	0	4	0	5	L0_S11_M9C
0	0	11	-8	16012	16012	0	6	0	7	L0_S11_M8C
0	0	11	-7	16012	16012	0	8	0	9	L0_S11_M7C
0	0	11	-6	16012	16012	0	A	0	B	L0_S11_M6C
0	0	11	-5	16012	16012	0	C	0	D	L0_S11_M5C
0	0	11	-4	16012	16012	0	E	0	F	L0_S11_M4C
0	0	11	-3	16012	16012	1	1	1	0	L0_S11_M3C
0	0	11	-2	16012	16012	1	3	1	2	L0_S11_M2C
0	0	11	-1	16012	16012	1	5	1	4	L0_S11_M1C
0	0	11	1	16012	16012	1	7	1	6	L0_S11_M1A
0	0	11	2	16012	16012	1	9	1	8	L0_S11_M2A
0	0	11	3	16012	16012	1	B	1	A	L0_S11_M3A
0	0	11	4	16012	16012	1	D	1	C	L0_S11_M4A
0	0	11	5	16012	16012	1	F	1	E	L0_S11_M5A
0	0	11	6	16012	16012	2	1	2	0	L0_S11_M6A
0	0	11	7	16012	16012	2	3	2	2	L0_S11_M7A
0	0	11	8	16012	16012	2	5	2	4	L0_S11_M8A
0	0	11	9	16012	16012	2	7	2	6	L0_S11_M9A
0	0	11	10	16012	16012	2	9	2	8	L0_S11_M10A
0	0	11	11	16012	16012	2	B	2	A	L0_S11_M11A
0	0	12	-11	16013	16013	0	0	0	1	L0_S12_M11C
0	0	12	-10	16013	16013	0	2	0	3	L0_S12_M10C
0	0	12	-9	16013	16013	0	4	0	5	L0_S12_M9C
0	0	12	-8	16013	16013	0	6	0	7	L0_S12_M8C
0	0	12	-7	16013	16013	0	8	0	9	L0_S12_M7C
0	0	12	-6	16013	16013	0	A	0	B	L0_S12_M6C
0	0	12	-5	16013	16013	0	C	0	D	L0_S12_M5C
0	0	12	-4	16013	16013	0	E	0	F	L0_S12_M4C
0	0	12	-3	16013	16013	1	1	1	0	L0_S12_M3C
0	0	12	-2	16013	16013	1	3	1	2	L0_S12_M2C
0	0	12	-1	16013	16013	1	5	1	4	L0_S12_M1C
0	0	12	1	16013	16013	1	7	1	6	L0_S12_M1A
0	0	12	2	16013	16013	1	9	1	8	L0_S12_M2A
0	0	12	3	16013	16013	1	B	1	A	L0_S12_M3A
0	0	12	4	16013	16013	1	D	1	C	L0_S12_M4A
0	0	12	5	16013	16013	1	F	1	E	L0_S12_M5A
0	0	12	6	16013	16013	2	1	2	0	L0_S12_M6A
0	0	12	7	16013	16013	2	3	2	2	L0_S12_M7A
0	0	12	8	16013	16013	2	5	2	4	L0_S12_M8A
0	0	12	9	16013	16013	2	7	2	6	L0_S12_M9A
0	0	12	10	16013	16013	2	9	2	8	L0_S12_M10A
0	0	12	11	16013	16013	2	B	2	A	L0_S12_M11A
0	0	13	-11	16014	16014	0	0	0	1	L0_S13_M11C
0	0	13	-10	16014	16014	0	2	0	3	L0_S13_M10C
0	0	13	-9	16014	16014	0	4	0	5	L0_S13_M9C
0	0	13	-8	16014	16014	0	6	0	7	L0_S13_M8C
0	0	13	-7	16014	16014	0	8	0	9	L0_S13_M7C
0	0	13	-6	16014	16014	0	A	0	B	L0_S13_M6C
0	0	13	-5	16014	16014	0	C	0	D	L0_S13_M5C
0	0	13	-4	16014	16014	0	E	0	F	L0_S13_M4C
0	0	13	-3	16014	16014	1	1	1	0	L0_S13_M3C
0	0	13	-2	16014	16014	1	3	1	2	L0_S13_M2C
0	0	13	-1	16014	16014	1	5	1	4	L0_S13_M1C
0	0	13	1	16014	16014	1	7	1	6	L0_S13_M1A
0	0	13	2	16014	16014	1	9	1	8	L0_S13_M2A
0	0	13	3	16014	16014	1	B	1	A	L0_S13_M3A
0	0	13	4	16014	16014	1	D	1	C	L0_S13_M4A
0	0	13	5	16014	16014	1	F	1	E	L0_S13_M5A
0	0	13	6	16014	16014	2	1	2	0	L0_S13_M6A
0	0	13	7	16014	16014	2	3	2	2	L0_S13_M7A
0	0	13	8	16014	16014	2	5	2	4	L0_S13_M8A
0	0	13	9	16014	16014	2	7	2	6	L0_S13_M9A
0	0	13	10	16014	16014	2	9	2	8	L0_S13_M10A
0	0	13	11	16014	16014	2	B	2	A	L0_S13_M11A
0	0	14	-11	16015	16015	0	0	0	1	L0_S14_M11C
0	0	14	-10	16015	16015	0	2	0	3	L0_S14_M10C
0	0	14	-9	16015	16015	0	4	0	5	L0_S14_M9C
0	0	14	-8	16015	16015	0	6	0	7	L0_S14_M8C
0	0	14	-7	16015	16015	0	8	0	9	L0_S14_M7C
0	0	14	-6	16015	16015	0	A	0	B	L0_S14_M6C
0	0	14	-5	16015	16015	0	C	0	D	L0_S14_M5C
0	0	14	-4	16015	16015	0	E	0	F	L0_S14_M4C
0	0	14	-3	16015	16015	1	1	1	0	L0_S14_M3C
0	0	14	-2	16015	16015	1	3	1	2	L0_S14_M2C
0	0	14	-1	16015	16015	1	5	1	4	L0_S14_M1C
0	0	14	1	16015	16015	1	7	1	6	L0_S14_M1A
0	0	14	2	16015	16015	1	9	1	8	L0_S14_M2A
0	0	14	3	16015	16015	1	B	1	A	L0_S14_M3A
0	0	14	4	16015	16015	1	D	1	C	L0_S14_M4A
0	0	14	5	16015	16015	1	F	1	E	L0_S14_M5A
0	0	14	6	16015	16015	2	1	2	0	L0_S14_M6A
0	0	14	7	16015	16015	2	3	2	2	L0_S14_M7A
0	0	14	8	16015	16015	2	5	2	4	L0_S14_M8A
0	0	14	9	16015	16015	2	7	2	6	L0_S14_M9A
0	0	14	10	16015	16015	2	9	2	8	L0_S14_M10A
0	0	14	11	16015	16015	2	B	2	A	L0_S14_M11A
0	0	15	-11	16016	16016	0	0	0	1	L0_S15_M11C
0	0	15	-10	16016	16016	0	2	0	3	L0_S15_M10C
0	0	15	-9	16016	16016	0	4	0	5	L0_S15_M9C
0	0	15	-8	16016	16016	0	6	0	7	L0_S15_M8C
0	0	15	-7	16016	16016	0	8	0	9	L0_S15_M7C
0	0	15	-6	16016	16016	0	A	0	B	L0_S15_M6C
0	0	15	-5	16016	16016	0	C	0	D	L0_S15_M5C
0	0	15	-4	16016	16016	0	E	0	F	L0_S15_M4C
0	0	15	-3	16016	16016	1	1	1	0	L0_S15_M3C
0	0	15	-2	16016	16016	1	3	1	2	L0_S15_M2C
0	0	15	-1	16016	16016	1	5	1	4	L0_S15_M1C
0	0	15	1	16016	16016	1	7	1	6	L0_S15_M1A
0	0	15	2	16016	16016	1	9	1	8	L0_S15_M2A
0	0	15	3	16016	16016	1	B	1	A	L0_S15_M3A
0	0	15	4	16016	16016	1	D	1	C	L0_S15_M4A
0	0	15	5	16016	16016	1	F	1	E	L0_S15_M5A
0	0	15	6	16016	16016	2	1	2	0	L0_S15_M6A
0	0	15	7	16016	16016	2	3	2	2	L0_S15_M7A
0	0	15	8	16016	16016	2	5	2	4	L0_S15_M8A
0	0	15	9	16016	16016	2	7	2	6	L0_S15_M9A
0	0	15	10	16016	16016	2	9	2	8	L0_S15_M10A
0	0	15	11	16016	16016	2	B	2	A	L0_S15_M11A
0	1	0	-18	17001	17001	0	0	0	1	L1_S0_M18C
0	1	0	-17	17001	17001	0	2	0	3	L1_S0_M17C
0	1	0	-16	17001	17001	0	4	0	5	L1_S0_M16C
0	1	0	-15	17001	17001	0	6	0	7	L1_S0_M15C
0	1	0	-14	17001	17001	0	8	0	9	L1_S0_M14C
0	1	0	-13	17001	17001	0	A	0	B	L1_S0_M13C
0	1	0	-12	17001	17001	0	C	0	D	L1_S0_M12C
0	1	0	-11	17001	17001	0	E	0	F	L1_S0_M11C
0	1	0	-10	17001	17001	1	1	1	0	L1_S0_M10C
0	1	0	-9	17001	17001	1	3	1	2	L1_S0_M9C
0	1	0	-8	17001	17001	1	5	1	4	L1_S0_M8C
0	1	0	-7	17001	17001	1	7	1	6	L1_S0_M7C
0	1	0	-6	17001	17001	1	9	1	8	L1_S0_M6C
0	1	0	-5	17001	17001	1	B	1	A	L1_S0_M5C
0	1	0	-4	17001	17001	1	D	1	C	L1_S0_M4C
0	1	0	-3	17001	17001	1	F	1	E	L1_S0_M3C
0	1	0	-2	17001	17001	2	1	2	0	L1_S0_M2C
0	1	0	-1	17001	17001	2	3	2	2	L1_S0_M1C
0	1	0	1	17001	17001	2	5	2	4	L1_S0_M1A
0	1	0	2	17001	17001	2	7	2	6	L1_S0_M2A
0	1	0	3	17001	17001	2	9	2	8	L1_S0_M3A
0	1	0	4	17001	17001	2	B	2	A	L1_S0_M4A
0	1	0	5	17001	17001	2	D	2	C	L1_S0_M5A
0	1	0	6	17001	17001	2	F	2	E	L1_S0_M6A
0	1	0	7	17001	17001	3	1	3	0	L1_S0_M7A
0	1	0	8	17001	17001	3	3	3	2	L1_S0_M8A
0	1	0	9	17001	17001	3	5	3	4	L1_S0_M9A
0	1	0	10	17001	17001	3	7	3	6	L1_S0_M10A
0	1	0	11	17001	17001	3	9	3	8	L1_S0_M11A
0	1	0	12	17001	17001	3	B	3	A	L1_S0_M12A
0	1	0	13	17001	17001	3	D	3	C	L1_S0_M13A
0	1	0	14	17001	17001	3	F	3	E	L1_S0_M14A
0	1	0	15	17001	17001	4	1	4	0	L1_S0_M15A
0	1	0	16	17001	17001	4	3	4	2	L1_S0_M16A
0	1	0	17	17001	17001	4	5	4	4	L1_S0_M17A
0	1	0	18	17001	17001	4	7	4	6	L1_S0_M18A
0	1	1	-18	17002	17002	0	0	0	1	L1_S1_M18C
0	1	1	-17	17002	17002	0	2	0	3	L1_S1_M17C
0	1	1	-16	17002	17002	0	4	0	5	L1_S1_M16C
0	1	1	-15	17002	17002	0	6	0	7	L1_S1_M15C
0	1	1	-14	17002	17002	0	8	0	9	L1_S1_M14C
0	1	1	-13	17002	17002	0	A	0	B	L1_S1_M13C
0	1	1	-12	17002	17002	0	C	0	D	L1_S1_M12C
0	1	1	-11	17002	17002	0	E	0	F	L1_S1_M11C
0	1	1	-10	17002	17002	1	1	1	0	L1_S1_M10C
0	1	1	-9	17002	17002	1	3	1	2	L1_S1_M9C
0	1	1	-8	17002	17002	1	5	1	4	L1_S1_M8C
0	1	1	-7	17002	17002	1	7	1	6	L1_S1_M7C
0	1	1	-6	17002	17002	1	9	1	8	L1_S1_M6C
0	1	1	-5	17002	17002	1	B	1	A	L1_S1_M5C
0	1	1	-4	17002	17002	1	D	1	C	L1_S1_M4C
0	1	1	-3	17002	17002	1	F	1	E	L1_S1_M3C
0	1	1	-2	17002	17002	2	1	2	0	L1_S1_M2C
0	1	1	-1	17002	17002	2	3	2	2	L1_S1_M1C
0	1	1	1	17002	17002	2	5	2	4	L1_S1_M1A
0	1	1	2	17002	17002	2	7	2	6	L1_S1_M2A
0	1	1	3	17002	17002	2	9	2	8	L1_S1_M3A
0	1	1	4	17002	17002	2	B	2	A	L1_S1_M4A
0	1	1	5	17002	17002	2	D	2	C	L1_S1_M5A
0	1	1	6	17002	17002	2	F	2	E	L1_S1_M6A
0	1	1	7	17002	17002	3	1	3	0	L1_S1_M7A
0	1	1	8	17002	17002	3	3	3	2	L1_S1_M8A
0	1	1	9	17002	17002	3	5	3	4	L1_S1_M9A
0	1	1	10	17002	17002	3	7	3	6	L1_S1_M10A
0	1	1	11	17002	17002	3	9	3	8	L1_S1_M11A
0	1	1	12	17002	17002	3	B	3	A	L1_S1_M12A
0	1	1	13	17002	17002	3	D	3	C	L1_S1_M13A
0	1	1	14	17002	17002	3	F	3	E	L1_S1_M14A
0	1	1	15	17002	17002	4	1	4	0	L1_S1_M15A
0	1	1	16	17002	17002	4	3	4	2	L1_S1_M16A
0	1	1	17	17002	17002	4	5	4	4	L1_S1_M17A
0	1	1	18	17002	17002	4	7	4	6	L1_S1_M18A
0	1	2	-18	17003	17003	0	0	0	1	L1_S2_M18C
0	1	2	-17	17003	17003	0	2	0	3	L1_S2_M17C
0	1	2	-16	17003	17003	0	4	0	5	L1_S2_M16C
0	1	2	-15	17003	17003	0	6	0	7	L1_S2_M15C
